Participant,Difficulty,Technique,Rating
s0223,Level4,C,3
s0224,Level1,A,3
s0224,Level1,B,3
s0224,Level1,C,3
s0224,Level2,A,1
s0224,Level2,B,3
s0224,Level2,C,1
s0224,Level3,A,2
s0224,Level3,B,3
s0224,Level3,C,3
s0224,Level4,A,5
s0224,Level4,B,4
s0224,Level4,C,1
s0225,Level1,A,3
s0225,Level1,B,3
s0225,Level1,C,3
s0225,Level2,A,3
s0225,Level2,B,3
s0225,Level2,C,3
s0225,Level3,A,3
s0225,Level3,B,3
s0225,Level3,C,4
s0225,Level4,A,4
s0225,Level4,B,3
s0225,Level4,C,3
s0226,Level1,A,3
s0226,Level1,B,3
s0226,Level1,C,1
s0226,Level2,A,3
s0226,Level2,B,3
s0226,Level2,C,3
s0226,Level3,A,1
s0226,Level3,B,3
s0226,Level3,C,3
s0226,Level4,A,3
s0226,Level4,B,3
s0226,Level4,C,3
s0227,Level1,A,3
s0227,Level1,B,5
s0227,Level1,C,1
s0227,Level2,A,3
s0227,Level2,B,3
s0227,Level2,C,3
s0227,Level3,A,3
s0227,Level3,B,3
s0227,Level3,C,3
s0227,Level4,A,3
s0227,Level4,B,3
s0227,Level4,C,3
s0228,Level1,A,3
s0228,Level1,B,5
s0228,Level1,C,3
s0228,Level2,A,3
s0228,Level2,B,4
s0228,Level2,C,3
s0228,Level3,A,3
s0228,Level3,B,3
s0228,Level3,C,4
s0228,Level4,A,3
s0228,Level4,B,3
s0228,Level4,C,3
s0229,Level1,A,5
s0229,Level1,B,4
s0229,Level1,C,4
s0229,Level2,A,4
s0229,Level2,B,4
s0229,Level2,C,3
s0229,Level3,A,5
s0229,Level3,B,3
s0229,Level3,C,5
s0229,Level4,A,5
s0229,Level4,B,5
s0229,Level4,C,3
s0230,Level1,A,5
s0230,Level1,B,3
s0230,Level1,C,3
s0230,Level2,A,3
s0230,Level2,B,3
s0230,Level2,C,3
s0230,Level3,A,3
s0230,Level3,B,1
s0230,Level3,C,1
s0230,Level4,A,3
s0230,Level4,B,3
s0230,Level4,C,3
s0231,Level1,A,5
s0231,Level1,B,5
s0231,Level1,C,4
s0231,Level2,A,5
s0231,Level2,B,3
s0231,Level2,C,3
s0231,Level3,A,5
s0231,Level3,B,3
s0231,Level3,C,4
s0231,Level4,A,5
s0231,Level4,B,3
s0231,Level4,C,5
s0232,Level1,A,3
s0232,Level1,B,3
s0232,Level1,C,4
s0232,Level2,A,3
s0232,Level2,B,3
s0232,Level2,C,5
s0232,Level3,A,3
s0232,Level3,B,5
s0232,Level3,C,3
s0232,Level4,A,5
s0232,Level4,B,3
s0232,Level4,C,5
s0233,Level1,A,1
s0233,Level1,B,1
s0233,Level1,C,1
s0233,Level2,A,3
s0233,Level2,B,2
s0233,Level2,C,1
s0233,Level3,A,3
s0233,Level3,B,2
s0233,Level3,C,1
s0233,Level4,A,1
s0233,Level4,B,1
s0233,Level4,C,3
s0234,Level1,A,3
s0234,Level1,B,3
s0234,Level1,C,3
s0234,Level2,A,3
s0234,Level2,B,3
s0234,Level2,C,3
s0234,Level3,A,5
s0234,Level3,B,3
s0234,Level3,C,3
s0234,Level4,A,4
s0234,Level4,B,3
s0234,Level4,C,3
s0235,Level1,A,1
s0235,Level1,B,3
s0235,Level1,C,1
s0235,Level2,A,3
s0235,Level2,B,1
s0235,Level2,C,1
s0235,Level3,A,4
s0235,Level3,B,3
s0235,Level3,C,1
s0235,Level4,A,3
s0235,Level4,B,3
s0235,Level4,C,4
s0236,Level1,A,3
s0236,Level1,B,5
s0236,Level1,C,4
s0236,Level2,A,3
s0236,Level2,B,1
s0236,Level2,C,5
s0236,Level3,A,5
s0236,Level3,B,4
s0236,Level3,C,5
s0236,Level4,A,3
s0236,Level4,B,5
s0236,Level4,C,3
s0237,Level1,A,4
s0237,Level1,B,3
s0237,Level1,C,3
s0237,Level2,A,3
s0237,Level2,B,3
s0237,Level2,C,3
s0237,Level3,A,3
s0237,Level3,B,3
s0237,Level3,C,3
s0237,Level4,A,3
s0237,Level4,B,3
s0237,Level4,C,3
s0238,Level1,A,4
s0238,Level1,B,3
s0238,Level1,C,3
s0238,Level2,A,3
s0238,Level2,B,3
s0238,Level2,C,4
s0238,Level3,A,5
s0238,Level3,B,1
s0238,Level3,C,4
s0238,Level4,A,4
s0238,Level4,B,3
s0238,Level4,C,4
s0239,Level1,A,3
s0239,Level1,B,4
s0239,Level1,C,1
s0239,Level2,A,5
s0239,Level2,B,3
s0239,Level2,C,3
s0239,Level3,A,3
s0239,Level3,B,3
s0239,Level3,C,3
s0239,Level4,A,3
s0239,Level4,B,5
s0239,Level4,C,2
s0240,Level1,A,3
s0240,Level1,B,3
s0240,Level1,C,3
s0240,Level2,A,3
s0240,Level2,B,3
s0240,Level2,C,3
s0240,Level3,A,3
s0240,Level3,B,3
s0240,Level3,C,3
s0240,Level4,A,3
s0240,Level4,B,3
s0240,Level4,C,3
s0241,Level1,A,1
s0241,Level1,B,1
s0241,Level1,C,1
s0241,Level2,A,1
s0241,Level2,B,1
s0241,Level2,C,3
s0241,Level3,A,3
s0241,Level3,B,3
s0241,Level3,C,1
s0241,Level4,A,1
s0241,Level4,B,3
s0241,Level4,C,1
s0242,Level1,A,3
s0242,Level1,B,5
s0242,Level1,C,5
s0242,Level2,A,3
s0242,Level2,B,3
s0242,Level2,C,1
s0242,Level3,A,5
s0242,Level3,B,4
s0242,Level3,C,3
s0242,Level4,A,5
s0242,Level4,B,4
s0242,Level4,C,5
s0243,Level1,A,1
s0243,Level1,B,1
s0243,Level1,C,3
s0243,Level2,A,4
s0243,Level2,B,3
s0243,Level2,C,4
s0243,Level3,A,3
s0243,Level3,B,3
s0243,Level3,C,4
s0243,Level4,A,2
s0243,Level4,B,4
s0243,Level4,C,1
s0244,Level1,A,1
s0244,Level1,B,1
s0244,Level1,C,3
s0244,Level2,A,3
s0244,Level2,B,1
s0244,Level2,C,3
s0244,Level3,A,3
s0244,Level3,B,3
s0244,Level3,C,3
s0244,Level4,A,2
s0244,Level4,B,3
s0244,Level4,C,3
s0245,Level1,A,3
s0245,Level1,B,3
s0245,Level1,C,3
s0245,Level2,A,3
s0245,Level2,B,3
s0245,Level2,C,2
s0245,Level3,A,3
s0245,Level3,B,4
s0245,Level3,C,2
s0245,Level4,A,3
s0245,Level4,B,1
s0245,Level4,C,2
s0246,Level1,A,5
s0246,Level1,B,3
s0246,Level1,C,3
s0246,Level2,A,3
s0246,Level2,B,5
s0246,Level2,C,3
s0246,Level3,A,3
s0246,Level3,B,3
s0246,Level3,C,3
s0246,Level4,A,3
s0246,Level4,B,3
s0246,Level4,C,3
s0247,Level1,A,3
s0247,Level1,B,3
s0247,Level1,C,3
s0247,Level2,A,3
s0247,Level2,B,3
s0247,Level2,C,3
s0247,Level3,A,3
s0247,Level3,B,3
s0247,Level3,C,3
s0247,Level4,A,3
s0247,Level4,B,4
s0247,Level4,C,2
s0248,Level1,A,1
s0248,Level1,B,1
s0248,Level1,C,1
s0248,Level2,A,1
s0248,Level2,B,1
s0248,Level2,C,3
s0248,Level3,A,1
s0248,Level3,B,1
s0248,Level3,C,3
s0248,Level4,A,1
s0248,Level4,B,1
s0248,Level4,C,3
s0249,Level1,A,3
s0249,Level1,B,3
s0249,Level1,C,5
s0249,Level2,A,5
s0249,Level2,B,5
s0249,Level2,C,5
s0249,Level3,A,5
s0249,Level3,B,5
s0249,Level3,C,4
s0249,Level4,A,5
s0249,Level4,B,4
s0249,Level4,C,5
s0250,Level1,A,3
s0250,Level1,B,3
s0250,Level1,C,3
s0250,Level2,A,3
s0250,Level2,B,1
s0250,Level2,C,3
s0250,Level3,A,1
s0250,Level3,B,4
s0250,Level3,C,3
s0250,Level4,A,5
s0250,Level4,B,3
s0250,Level4,C,1
s0251,Level1,A,3
s0251,Level1,B,1
s0251,Level1,C,1
s0251,Level2,A,3
s0251,Level2,B,5
s0251,Level2,C,3
s0251,Level3,A,3
s0251,Level3,B,3
s0251,Level3,C,1
s0251,Level4,A,3
s0251,Level4,B,3
s0251,Level4,C,2
s0252,Level1,A,3
s0252,Level1,B,3
s0252,Level1,C,2
s0252,Level2,A,1
s0252,Level2,B,3
s0252,Level2,C,1
s0252,Level3,A,3
s0252,Level3,B,1
s0252,Level3,C,3
s0252,Level4,A,3
s0252,Level4,B,1
s0252,Level4,C,4
s0253,Level1,A,3
s0253,Level1,B,3
s0253,Level1,C,3
s0253,Level2,A,3
s0253,Level2,B,2
s0253,Level2,C,3
s0253,Level3,A,3
s0253,Level3,B,3
s0253,Level3,C,3
s0253,Level4,A,3
s0253,Level4,B,3
s0253,Level4,C,3
s0254,Level1,A,3
s0254,Level1,B,3
s0254,Level1,C,3
s0254,Level2,A,1
s0254,Level2,B,3
s0254,Level2,C,1
s0254,Level3,A,3
s0254,Level3,B,2
s0254,Level3,C,3
s0254,Level4,A,2
s0254,Level4,B,1
s0254,Level4,C,2
s0255,Level1,A,1
s0255,Level1,B,3
s0255,Level1,C,1
s0255,Level2,A,3
s0255,Level2,B,1
s0255,Level2,C,3
s0255,Level3,A,3
s0255,Level3,B,4
s0255,Level3,C,3
s0255,Level4,A,2
s0255,Level4,B,3
s0255,Level4,C,1
s0256,Level1,A,3
s0256,Level1,B,4
s0256,Level1,C,3
s0256,Level2,A,4
s0256,Level2,B,3
s0256,Level2,C,5
s0256,Level3,A,5
s0256,Level3,B,3
s0256,Level3,C,4
s0256,Level4,A,5
s0256,Level4,B,4
s0256,Level4,C,3
s0257,Level1,A,4
s0257,Level1,B,2
s0257,Level1,C,3
s0257,Level2,A,4
s0257,Level2,B,3
s0257,Level2,C,3
s0257,Level3,A,3
s0257,Level3,B,4
s0257,Level3,C,3
s0257,Level4,A,3
s0257,Level4,B,4
s0257,Level4,C,4
s0258,Level1,A,2
s0258,Level1,B,1
s0258,Level1,C,1
s0258,Level2,A,3
s0258,Level2,B,3
s0258,Level2,C,3
s0258,Level3,A,5
s0258,Level3,B,3
s0258,Level3,C,4
s0258,Level4,A,3
s0258,Level4,B,3
s0258,Level4,C,3
s0259,Level1,A,1
s0259,Level1,B,3
s0259,Level1,C,1
s0259,Level2,A,1
s0259,Level2,B,1
s0259,Level2,C,3
s0259,Level3,A,1
s0259,Level3,B,1
s0259,Level3,C,1
s0259,Level4,A,1
s0259,Level4,B,3
s0259,Level4,C,1
s0260,Level1,A,3
s0260,Level1,B,3
s0260,Level1,C,3
s0260,Level2,A,3
s0260,Level2,B,3
s0260,Level2,C,1
s0260,Level3,A,3
s0260,Level3,B,3
s0260,Level3,C,3
s0260,Level4,A,1
s0260,Level4,B,3
s0260,Level4,C,3
s0261,Level1,A,3
s0261,Level1,B,3
s0261,Level1,C,3
s0261,Level2,A,3
s0261,Level2,B,5
s0261,Level2,C,3
s0261,Level3,A,5
s0261,Level3,B,5
s0261,Level3,C,3
s0261,Level4,A,3
s0261,Level4,B,3
s0261,Level4,C,3
s0262,Level1,A,3
s0262,Level1,B,1
s0262,Level1,C,1
s0262,Level2,A,1
s0262,Level2,B,1
s0262,Level2,C,3
s0262,Level3,A,3
s0262,Level3,B,3
s0262,Level3,C,1
s0262,Level4,A,1
s0262,Level4,B,3
s0262,Level4,C,1
s0263,Level1,A,3
s0263,Level1,B,1
s0263,Level1,C,2
s0263,Level2,A,3
s0263,Level2,B,4
s0263,Level2,C,1
s0263,Level3,A,2
s0263,Level3,B,3
s0263,Level3,C,3
s0263,Level4,A,1
s0263,Level4,B,3
s0263,Level4,C,3
s0264,Level1,A,4
s0264,Level1,B,3
s0264,Level1,C,4
s0264,Level2,A,2
s0264,Level2,B,3
s0264,Level2,C,3
s0264,Level3,A,3
s0264,Level3,B,5
s0264,Level3,C,4
s0264,Level4,A,3
s0264,Level4,B,3
s0264,Level4,C,3
s0265,Level1,A,5
s0265,Level1,B,4
s0265,Level1,C,5
s0265,Level2,A,4
s0265,Level2,B,4
s0265,Level2,C,4
s0265,Level3,A,4
s0265,Level3,B,3
s0265,Level3,C,3
s0265,Level4,A,5
s0265,Level4,B,3
s0265,Level4,C,5
s0266,Level1,A,5
s0266,Level1,B,5
s0266,Level1,C,4
s0266,Level2,A,4
s0266,Level2,B,5
s0266,Level2,C,5
s0266,Level3,A,5
s0266,Level3,B,4
s0266,Level3,C,3
s0266,Level4,A,4
s0266,Level4,B,5
s0266,Level4,C,5
s0267,Level1,A,3
s0267,Level1,B,1
s0267,Level1,C,3
s0267,Level2,A,4
s0267,Level2,B,3
s0267,Level2,C,3
s0267,Level3,A,3
s0267,Level3,B,1
s0267,Level3,C,3
s0267,Level4,A,2
s0267,Level4,B,4
s0267,Level4,C,3
s0268,Level1,A,1
s0268,Level1,B,3
s0268,Level1,C,3
s0268,Level2,A,3
s0268,Level2,B,3
s0268,Level2,C,3
s0268,Level3,A,3
s0268,Level3,B,1
s0268,Level3,C,3
s0268,Level4,A,1
s0268,Level4,B,4
s0268,Level4,C,3
s0269,Level1,A,3
s0269,Level1,B,3
s0269,Level1,C,1
s0269,Level2,A,1
s0269,Level2,B,3
s0269,Level2,C,3
s0269,Level3,A,3
s0269,Level3,B,3
s0269,Level3,C,1
s0269,Level4,A,2
s0269,Level4,B,3
s0269,Level4,C,3
s0270,Level1,A,3
s0270,Level1,B,3
s0270,Level1,C,5
s0270,Level2,A,4
s0270,Level2,B,5
s0270,Level2,C,4
s0270,Level3,A,3
s0270,Level3,B,3
s0270,Level3,C,4
s0270,Level4,A,4
s0270,Level4,B,3
s0270,Level4,C,4
s0271,Level1,A,3
s0271,Level1,B,3
s0271,Level1,C,5
s0271,Level2,A,3
s0271,Level2,B,3
s0271,Level2,C,3
s0271,Level3,A,3
s0271,Level3,B,5
s0271,Level3,C,2
s0271,Level4,A,5
s0271,Level4,B,3
s0271,Level4,C,3
s0272,Level1,A,3
s0272,Level1,B,1
s0272,Level1,C,3
s0272,Level2,A,4
s0272,Level2,B,5
s0272,Level2,C,3
s0272,Level3,A,3
s0272,Level3,B,1
s0272,Level3,C,3
s0272,Level4,A,3
s0272,Level4,B,4
s0272,Level4,C,4
s0273,Level1,A,5
s0273,Level1,B,5
s0273,Level1,C,5
s0273,Level2,A,4
s0273,Level2,B,5
s0273,Level2,C,5
s0273,Level3,A,3
s0273,Level3,B,3
s0273,Level3,C,4
s0273,Level4,A,4
s0273,Level4,B,5
s0273,Level4,C,5
s0274,Level1,A,3
s0274,Level1,B,4
s0274,Level1,C,1
s0274,Level2,A,3
s0274,Level2,B,1
s0274,Level2,C,3
s0274,Level3,A,3
s0274,Level3,B,2
s0274,Level3,C,3
s0274,Level4,A,2
s0274,Level4,B,3
s0274,Level4,C,1
s0275,Level1,A,3
s0275,Level1,B,4
s0275,Level1,C,4
s0275,Level2,A,3
s0275,Level2,B,3
s0275,Level2,C,3
s0275,Level3,A,3
s0275,Level3,B,5
s0275,Level3,C,5
s0275,Level4,A,5
s0275,Level4,B,4
s0275,Level4,C,3
s0276,Level1,A,5
s0276,Level1,B,3
s0276,Level1,C,3
s0276,Level2,A,3
s0276,Level2,B,5
s0276,Level2,C,5
s0276,Level3,A,5
s0276,Level3,B,3
s0276,Level3,C,5
s0276,Level4,A,5
s0276,Level4,B,4
s0276,Level4,C,5
s0277,Level1,A,3
s0277,Level1,B,3
s0277,Level1,C,3
s0277,Level2,A,3
s0277,Level2,B,2
s0277,Level2,C,1
s0277,Level3,A,3
s0277,Level3,B,1
s0277,Level3,C,3
s0277,Level4,A,3
s0277,Level4,B,3
s0277,Level4,C,3
s0278,Level1,A,4
s0278,Level1,B,3
s0278,Level1,C,3
s0278,Level2,A,3
s0278,Level2,B,3
s0278,Level2,C,3
s0278,Level3,A,3
s0278,Level3,B,4
s0278,Level3,C,3
s0278,Level4,A,4
s0278,Level4,B,3
s0278,Level4,C,3
s0279,Level1,A,5
s0279,Level1,B,4
s0279,Level1,C,4
s0279,Level2,A,3
s0279,Level2,B,3
s0279,Level2,C,3
s0279,Level3,A,4
s0279,Level3,B,3
s0279,Level3,C,4
s0279,Level4,A,3
s0279,Level4,B,4
s0279,Level4,C,3
s0280,Level1,A,4
s0280,Level1,B,2
s0280,Level1,C,5
s0280,Level2,A,3
s0280,Level2,B,1
s0280,Level2,C,3
s0280,Level3,A,3
s0280,Level3,B,4
s0280,Level3,C,3
s0280,Level4,A,2
s0280,Level4,B,3
s0280,Level4,C,3
s0281,Level1,A,3
s0281,Level1,B,3
s0281,Level1,C,3
s0281,Level2,A,3
s0281,Level2,B,3
s0281,Level2,C,3
s0281,Level3,A,1
s0281,Level3,B,4
s0281,Level3,C,5
s0281,Level4,A,5
s0281,Level4,B,3
s0281,Level4,C,1
s0282,Level1,A,1
s0282,Level1,B,3
s0282,Level1,C,3
s0282,Level2,A,1
s0282,Level2,B,3
s0282,Level2,C,1
s0282,Level3,A,3
s0282,Level3,B,1
s0282,Level3,C,3
s0282,Level4,A,1
s0282,Level4,B,1
s0282,Level4,C,3
s0283,Level1,A,5
s0283,Level1,B,4
s0283,Level1,C,4
s0283,Level2,A,5
s0283,Level2,B,4
s0283,Level2,C,5
s0283,Level3,A,5
s0283,Level3,B,5
s0283,Level3,C,5
s0283,Level4,A,5
s0283,Level4,B,5
s0283,Level4,C,4
s0284,Level1,A,3
s0284,Level1,B,3
s0284,Level1,C,1
s0284,Level2,A,3
s0284,Level2,B,3
s0284,Level2,C,1
s0284,Level3,A,1
s0284,Level3,B,1
s0284,Level3,C,3
s0284,Level4,A,3
s0284,Level4,B,3
s0284,Level4,C,3
s0285,Level1,A,2
s0285,Level1,B,3
s0285,Level1,C,3
s0285,Level2,A,3
s0285,Level2,B,3
s0285,Level2,C,3
s0285,Level3,A,3
s0285,Level3,B,3
s0285,Level3,C,1
s0285,Level4,A,3
s0285,Level4,B,4
s0285,Level4,C,3
s0286,Level1,A,3
s0286,Level1,B,3
s0286,Level1,C,4
s0286,Level2,A,3
s0286,Level2,B,3
s0286,Level2,C,4
s0286,Level3,A,3
s0286,Level3,B,4
s0286,Level3,C,3
s0286,Level4,A,2
s0286,Level4,B,4
s0286,Level4,C,3
s0287,Level1,A,3
s0287,Level1,B,3
s0287,Level1,C,1
s0287,Level2,A,3
s0287,Level2,B,1
s0287,Level2,C,3
s0287,Level3,A,3
s0287,Level3,B,4
s0287,Level3,C,3
s0287,Level4,A,5
s0287,Level4,B,3
s0287,Level4,C,3
s0288,Level1,A,3
s0288,Level1,B,3
s0288,Level1,C,5
s0288,Level2,A,3
s0288,Level2,B,5
s0288,Level2,C,3
s0288,Level3,A,3
s0288,Level3,B,3
s0288,Level3,C,3
s0288,Level4,A,4
s0288,Level4,B,3
s0288,Level4,C,3
s0289,Level1,A,3
s0289,Level1,B,3
s0289,Level1,C,3
s0289,Level2,A,4
s0289,Level2,B,3
s0289,Level2,C,4
s0289,Level3,A,5
s0289,Level3,B,3
s0289,Level3,C,3
s0289,Level4,A,3
s0289,Level4,B,5
s0289,Level4,C,3
s0290,Level1,A,3
s0290,Level1,B,3
s0290,Level1,C,1
s0290,Level2,A,2
s0290,Level2,B,2
s0290,Level2,C,1
s0290,Level3,A,1
s0290,Level3,B,1
s0290,Level3,C,1
s0290,Level4,A,1
s0290,Level4,B,1
s0290,Level4,C,3
s0291,Level1,A,3
s0291,Level1,B,3
s0291,Level1,C,3
s0291,Level2,A,3
s0291,Level2,B,3
s0291,Level2,C,3
s0291,Level3,A,3
s0291,Level3,B,3
s0291,Level3,C,2
s0291,Level4,A,3
s0291,Level4,B,3
s0291,Level4,C,3
s0292,Level1,A,1
s0292,Level1,B,4
s0292,Level1,C,3
s0292,Level2,A,4
s0292,Level2,B,3
s0292,Level2,C,3
s0292,Level3,A,3
s0292,Level3,B,3
s0292,Level3,C,1
s0292,Level4,A,3
s0292,Level4,B,3
s0292,Level4,C,3
s0293,Level1,A,5
s0293,Level1,B,3
s0293,Level1,C,4
s0293,Level2,A,3
s0293,Level2,B,3
s0293,Level2,C,5
s0293,Level3,A,3
s0293,Level3,B,3
s0293,Level3,C,3
s0293,Level4,A,3
s0293,Level4,B,3
s0293,Level4,C,3
s0294,Level1,A,5
s0294,Level1,B,5
s0294,Level1,C,4
s0294,Level2,A,4
s0294,Level2,B,5
s0294,Level2,C,3
s0294,Level3,A,3
s0294,Level3,B,4
s0294,Level3,C,5
s0294,Level4,A,5
s0294,Level4,B,3
s0294,Level4,C,4
s0295,Level1,A,3
s0295,Level1,B,4
s0295,Level1,C,4
s0295,Level2,A,3
s0295,Level2,B,3
s0295,Level2,C,1
s0295,Level3,A,3
s0295,Level3,B,3
s0295,Level3,C,3
s0295,Level4,A,4
s0295,Level4,B,3
s0295,Level4,C,4
s0296,Level1,A,2
s0296,Level1,B,5
s0296,Level1,C,1
s0296,Level2,A,1
s0296,Level2,B,3
s0296,Level2,C,3
s0296,Level3,A,3
s0296,Level3,B,4
s0296,Level3,C,4
s0296,Level4,A,3
s0296,Level4,B,5
s0296,Level4,C,4
s0297,Level1,A,3
s0297,Level1,B,1
s0297,Level1,C,3
s0297,Level2,A,3
s0297,Level2,B,3
s0297,Level2,C,3
s0297,Level3,A,3
s0297,Level3,B,2
s0297,Level3,C,1
s0297,Level4,A,1
s0297,Level4,B,3
s0297,Level4,C,1
s0298,Level1,A,3
s0298,Level1,B,3
s0298,Level1,C,1
s0298,Level2,A,2
s0298,Level2,B,3
s0298,Level2,C,3
s0298,Level3,A,3
s0298,Level3,B,4
s0298,Level3,C,3
s0298,Level4,A,3
s0298,Level4,B,1
s0298,Level4,C,1
s0299,Level1,A,1
s0299,Level1,B,3
s0299,Level1,C,3
s0299,Level2,A,3
s0299,Level2,B,3
s0299,Level2,C,1
s0299,Level3,A,1
s0299,Level3,B,1
s0299,Level3,C,2
s0299,Level4,A,1
s0299,Level4,B,1
s0299,Level4,C,1
s0300,Level1,A,4
s0300,Level1,B,3
s0300,Level1,C,3
s0300,Level2,A,4
s0300,Level2,B,5
s0300,Level2,C,4
s0300,Level3,A,3
s0300,Level3,B,3
s0300,Level3,C,3
s0300,Level4,A,5
s0300,Level4,B,4
s0300,Level4,C,5
s0301,Level1,A,3
s0301,Level1,B,3
s0301,Level1,C,3
s0301,Level2,A,4
s0301,Level2,B,3
s0301,Level2,C,5
s0301,Level3,A,5
s0301,Level3,B,5
s0301,Level3,C,3
s0301,Level4,A,4
s0301,Level4,B,4
s0301,Level4,C,4
s0302,Level1,A,3
s0302,Level1,B,1
s0302,Level1,C,1
s0302,Level2,A,1
s0302,Level2,B,3
s0302,Level2,C,1
s0302,Level3,A,1
s0302,Level3,B,3
s0302,Level3,C,1
s0302,Level4,A,3
s0302,Level4,B,5
s0302,Level4,C,1
s0303,Level1,A,1
s0303,Level1,B,3
s0303,Level1,C,2
s0303,Level2,A,1
s0303,Level2,B,1
s0303,Level2,C,3
s0303,Level3,A,3
s0303,Level3,B,3
s0303,Level3,C,1
s0303,Level4,A,1
s0303,Level4,B,3
s0303,Level4,C,2
s0304,Level1,A,3
s0304,Level1,B,5
s0304,Level1,C,4
s0304,Level2,A,3
s0304,Level2,B,4
s0304,Level2,C,3
s0304,Level3,A,3
s0304,Level3,B,4
s0304,Level3,C,5
s0304,Level4,A,3
s0304,Level4,B,5
s0304,Level4,C,3
s0305,Level1,A,1
s0305,Level1,B,3
s0305,Level1,C,3
s0305,Level2,A,1
s0305,Level2,B,4
s0305,Level2,C,1
s0305,Level3,A,3
s0305,Level3,B,1
s0305,Level3,C,4
s0305,Level4,A,3
s0305,Level4,B,2
s0305,Level4,C,3
s0306,Level1,A,4
s0306,Level1,B,3
s0306,Level1,C,3
s0306,Level2,A,3
s0306,Level2,B,3
s0306,Level2,C,3
s0306,Level3,A,3
s0306,Level3,B,3
s0306,Level3,C,2
s0306,Level4,A,3
s0306,Level4,B,3
s0306,Level4,C,3
s0307,Level1,A,5
s0307,Level1,B,3
s0307,Level1,C,3
s0307,Level2,A,3
s0307,Level2,B,5
s0307,Level2,C,4
s0307,Level3,A,5
s0307,Level3,B,3
s0307,Level3,C,4
s0307,Level4,A,4
s0307,Level4,B,3
s0307,Level4,C,5
s0308,Level1,A,1
s0308,Level1,B,3
s0308,Level1,C,3
s0308,Level2,A,1
s0308,Level2,B,3
s0308,Level2,C,3
s0308,Level3,A,1
s0308,Level3,B,1
s0308,Level3,C,2
s0308,Level4,A,3
s0308,Level4,B,1
s0308,Level4,C,3
s0309,Level1,A,3
s0309,Level1,B,3
s0309,Level1,C,3
s0309,Level2,A,3
s0309,Level2,B,4
s0309,Level2,C,3
s0309,Level3,A,5
s0309,Level3,B,3
s0309,Level3,C,3
s0309,Level4,A,3
s0309,Level4,B,3
s0309,Level4,C,5
s0310,Level1,A,2
s0310,Level1,B,1
s0310,Level1,C,1
s0310,Level2,A,2
s0310,Level2,B,2
s0310,Level2,C,1
s0310,Level3,A,2
s0310,Level3,B,1
s0310,Level3,C,1
s0310,Level4,A,1
s0310,Level4,B,1
s0310,Level4,C,3
s0311,Level1,A,3
s0311,Level1,B,3
s0311,Level1,C,3
s0311,Level2,A,3
s0311,Level2,B,5
s0311,Level2,C,3
s0311,Level3,A,4
s0311,Level3,B,5
s0311,Level3,C,5
s0311,Level4,A,5
s0311,Level4,B,4
s0311,Level4,C,4
s0312,Level1,A,2
s0312,Level1,B,3
s0312,Level1,C,3
s0312,Level2,A,3
s0312,Level2,B,3
s0312,Level2,C,1
s0312,Level3,A,3
s0312,Level3,B,1
s0312,Level3,C,3
s0312,Level4,A,3
s0312,Level4,B,3
s0312,Level4,C,3
s0313,Level1,A,3
s0313,Level1,B,1
s0313,Level1,C,3
s0313,Level2,A,1
s0313,Level2,B,2
s0313,Level2,C,3
s0313,Level3,A,1
s0313,Level3,B,1
s0313,Level3,C,3
s0313,Level4,A,3
s0313,Level4,B,2
s0313,Level4,C,3
s0314,Level1,A,3
s0314,Level1,B,3
s0314,Level1,C,3
s0314,Level2,A,3
s0314,Level2,B,1
s0314,Level2,C,2
s0314,Level3,A,3
s0314,Level3,B,4
s0314,Level3,C,3
s0314,Level4,A,3
s0314,Level4,B,3
s0314,Level4,C,3
s0315,Level1,A,3
s0315,Level1,B,3
s0315,Level1,C,3
s0315,Level2,A,4
s0315,Level2,B,3
s0315,Level2,C,3
s0315,Level3,A,3
s0315,Level3,B,3
s0315,Level3,C,1
s0315,Level4,A,3
s0315,Level4,B,3
s0315,Level4,C,3
s0316,Level1,A,5
s0316,Level1,B,3
s0316,Level1,C,3
s0316,Level2,A,3
s0316,Level2,B,5
s0316,Level2,C,3
s0316,Level3,A,3
s0316,Level3,B,5
s0316,Level3,C,4
s0316,Level4,A,3
s0316,Level4,B,3
s0316,Level4,C,3
s0317,Level1,A,3
s0317,Level1,B,1
s0317,Level1,C,3
s0317,Level2,A,3
s0317,Level2,B,3
s0317,Level2,C,3
s0317,Level3,A,3
s0317,Level3,B,4
s0317,Level3,C,3
s0317,Level4,A,3
s0317,Level4,B,3
s0317,Level4,C,3
s0318,Level1,A,5
s0318,Level1,B,4
s0318,Level1,C,4
s0318,Level2,A,4
s0318,Level2,B,5
s0318,Level2,C,4
s0318,Level3,A,3
s0318,Level3,B,3
s0318,Level3,C,4
s0318,Level4,A,3
s0318,Level4,B,3
s0318,Level4,C,3
s0319,Level1,A,3
s0319,Level1,B,3
s0319,Level1,C,3
s0319,Level2,A,3
s0319,Level2,B,1
s0319,Level2,C,1
s0319,Level3,A,3
s0319,Level3,B,3
s0319,Level3,C,3
s0319,Level4,A,1
s0319,Level4,B,1
s0319,Level4,C,1
s0320,Level1,A,3
s0320,Level1,B,4
s0320,Level1,C,3
s0320,Level2,A,3
s0320,Level2,B,3
s0320,Level2,C,3
s0320,Level3,A,3
s0320,Level3,B,3
s0320,Level3,C,3
s0320,Level4,A,3
s0320,Level4,B,3
s0320,Level4,C,3
