s,x1,x2,y
s0098,A1,B2,0
s0098,A1,B3,0
s0098,A2,B1,0
s0098,A2,B2,0
s0098,A2,B3,0
s0098,A3,B1,0
s0098,A3,B2,0
s0098,A3,B3,0
s0098,A4,B1,0
s0098,A4,B2,0
s0098,A4,B3,0
s0099,A1,B1,0
s0099,A1,B2,0
s0099,A1,B3,0
s0099,A2,B1,0
s0099,A2,B2,0
s0099,A2,B3,0
s0099,A3,B1,0
s0099,A3,B2,0
s0099,A3,B3,0
s0099,A4,B1,0
s0099,A4,B2,0
s0099,A4,B3,0
s0100,A1,B1,0
s0100,A1,B2,0
s0100,A1,B3,0
s0100,A2,B1,0
s0100,A2,B2,0
s0100,A2,B3,0
s0100,A3,B1,0
s0100,A3,B2,0
s0100,A3,B3,0
s0100,A4,B1,0
s0100,A4,B2,0
s0100,A4,B3,0
s0101,A1,B1,0
s0101,A1,B2,0
s0101,A1,B3,0
s0101,A2,B1,0
s0101,A2,B2,0
s0101,A2,B3,0
s0101,A3,B1,0
s0101,A3,B2,0
s0101,A3,B3,0
s0101,A4,B1,0
s0101,A4,B2,0
s0101,A4,B3,0
s0102,A1,B1,0
s0102,A1,B2,0
s0102,A1,B3,0
s0102,A2,B1,0
s0102,A2,B2,0
s0102,A2,B3,0
s0102,A3,B1,0
s0102,A3,B2,0
s0102,A3,B3,0
s0102,A4,B1,0
s0102,A4,B2,0
s0102,A4,B3,0
s0103,A1,B1,0
s0103,A1,B2,0
s0103,A1,B3,0
s0103,A2,B1,0
s0103,A2,B2,0
s0103,A2,B3,0
s0103,A3,B1,0
s0103,A3,B2,0
s0103,A3,B3,0
s0103,A4,B1,0
s0103,A4,B2,0
s0103,A4,B3,0
s0104,A1,B1,0
s0104,A1,B2,0
s0104,A1,B3,0
s0104,A2,B1,0
s0104,A2,B2,0
s0104,A2,B3,0
s0104,A3,B1,0
s0104,A3,B2,0
s0104,A3,B3,0
s0104,A4,B1,0
s0104,A4,B2,0
s0104,A4,B3,0
s0105,A1,B1,0
s0105,A1,B2,0
s0105,A1,B3,0
s0105,A2,B1,0
s0105,A2,B2,0
s0105,A2,B3,0
s0105,A3,B1,0
s0105,A3,B2,0
s0105,A3,B3,0
s0105,A4,B1,0
s0105,A4,B2,0
s0105,A4,B3,0
s0106,A1,B1,0
s0106,A1,B2,0
s0106,A1,B3,0
s0106,A2,B1,0
s0106,A2,B2,0
s0106,A2,B3,0
s0106,A3,B1,0
s0106,A3,B2,0
s0106,A3,B3,0
s0106,A4,B1,0
s0106,A4,B2,0
s0106,A4,B3,0
s0107,A1,B1,0
s0107,A1,B2,0
s0107,A1,B3,0
s0107,A2,B1,0
s0107,A2,B2,0
s0107,A2,B3,0
s0107,A3,B1,0
s0107,A3,B2,0
s0107,A3,B3,0
s0107,A4,B1,0
s0107,A4,B2,0
s0107,A4,B3,0
s0108,A1,B1,0
s0108,A1,B2,0
s0108,A1,B3,0
s0108,A2,B1,0
s0108,A2,B2,0
s0108,A2,B3,0
s0108,A3,B1,0
s0108,A3,B2,0
s0108,A3,B3,0
s0108,A4,B1,0
s0108,A4,B2,0
s0108,A4,B3,0
s0109,A1,B1,0
s0109,A1,B2,0
s0109,A1,B3,0
s0109,A2,B1,0
s0109,A2,B2,0
s0109,A2,B3,0
s0109,A3,B1,0
s0109,A3,B2,0
s0109,A3,B3,0
s0109,A4,B1,0
s0109,A4,B2,0
s0109,A4,B3,0
s0110,A1,B1,0
s0110,A1,B2,0
s0110,A1,B3,0
s0110,A2,B1,0
s0110,A2,B2,0
s0110,A2,B3,0
s0110,A3,B1,0
s0110,A3,B2,0
s0110,A3,B3,0
s0110,A4,B1,0
s0110,A4,B2,0
s0110,A4,B3,0
s0111,A1,B1,0
s0111,A1,B2,0
s0111,A1,B3,0
s0111,A2,B1,0
s0111,A2,B2,0
s0111,A2,B3,0
s0111,A3,B1,0
s0111,A3,B2,0
s0111,A3,B3,0
s0111,A4,B1,0
s0111,A4,B2,0
s0111,A4,B3,0
s0112,A1,B1,0
s0112,A1,B2,0
s0112,A1,B3,0
s0112,A2,B1,0
s0112,A2,B2,0
s0112,A2,B3,0
s0112,A3,B1,0
s0112,A3,B2,0
s0112,A3,B3,0
s0112,A4,B1,0
s0112,A4,B2,0
s0112,A4,B3,0
s0113,A1,B1,0
s0113,A1,B2,0
s0113,A1,B3,0
s0113,A2,B1,0
s0113,A2,B2,0
s0113,A2,B3,0
s0113,A3,B1,0
s0113,A3,B2,0
s0113,A3,B3,0
s0113,A4,B1,0
s0113,A4,B2,0
s0113,A4,B3,0
s0114,A1,B1,0
s0114,A1,B2,0
s0114,A1,B3,0
s0114,A2,B1,0
s0114,A2,B2,0
s0114,A2,B3,0
s0114,A3,B1,0
s0114,A3,B2,0
s0114,A3,B3,0
s0114,A4,B1,0
s0114,A4,B2,0
s0114,A4,B3,0
s0115,A1,B1,0
s0115,A1,B2,0
s0115,A1,B3,0
s0115,A2,B1,0
s0115,A2,B2,0
s0115,A2,B3,0
s0115,A3,B1,0
s0115,A3,B2,0
s0115,A3,B3,0
s0115,A4,B1,0
s0115,A4,B2,0
s0115,A4,B3,0
s0116,A1,B1,0
s0116,A1,B2,0
s0116,A1,B3,0
s0116,A2,B1,0
s0116,A2,B2,0
s0116,A2,B3,0
s0116,A3,B1,0
s0116,A3,B2,0
s0116,A3,B3,0
s0116,A4,B1,0
s0116,A4,B2,0
s0116,A4,B3,0
s0117,A1,B1,0
s0117,A1,B2,0
s0117,A1,B3,0
s0117,A2,B1,0
s0117,A2,B2,0
s0117,A2,B3,0
s0117,A3,B1,0
s0117,A3,B2,0
s0117,A3,B3,0
s0117,A4,B1,0
s0117,A4,B2,0
s0117,A4,B3,0
s0118,A1,B1,0
s0118,A1,B2,0
s0118,A1,B3,0
s0118,A2,B1,0
s0118,A2,B2,0
s0118,A2,B3,0
s0118,A3,B1,0
s0118,A3,B2,0
s0118,A3,B3,0
s0118,A4,B1,0
s0118,A4,B2,0
s0118,A4,B3,0
s0119,A1,B1,0
s0119,A1,B2,0
s0119,A1,B3,0
s0119,A2,B1,0
s0119,A2,B2,0
s0119,A2,B3,0
s0119,A3,B1,0
s0119,A3,B2,0
s0119,A3,B3,0
s0119,A4,B1,0
s0119,A4,B2,0
s0119,A4,B3,0
s0120,A1,B1,0
s0120,A1,B2,0
s0120,A1,B3,0
s0120,A2,B1,0
s0120,A2,B2,0
s0120,A2,B3,0
s0120,A3,B1,0
s0120,A3,B2,0
s0120,A3,B3,0
s0120,A4,B1,0
s0120,A4,B2,0
s0120,A4,B3,0
s0121,A1,B1,0
s0121,A1,B2,0
s0121,A1,B3,0
s0121,A2,B1,0
s0121,A2,B2,0
s0121,A2,B3,0
s0121,A3,B1,0
s0121,A3,B2,0
s0121,A3,B3,0
s0121,A4,B1,0
s0121,A4,B2,0
s0121,A4,B3,0
s0122,A1,B1,0
s0122,A1,B2,0
s0122,A1,B3,0
s0122,A2,B1,0
s0122,A2,B2,0
s0122,A2,B3,0
s0122,A3,B1,0
s0122,A3,B2,0
s0122,A3,B3,0
s0122,A4,B1,0
s0122,A4,B2,0
s0122,A4,B3,0
s0123,A1,B1,0
s0123,A1,B2,0
s0123,A1,B3,0
s0123,A2,B1,0
s0123,A2,B2,0
s0123,A2,B3,0
s0123,A3,B1,0
s0123,A3,B2,0
s0123,A3,B3,0
s0123,A4,B1,0
s0123,A4,B2,0
s0123,A4,B3,0
s0124,A1,B1,0
s0124,A1,B2,0
s0124,A1,B3,0
s0124,A2,B1,0
s0124,A2,B2,0
s0124,A2,B3,0
s0124,A3,B1,0
s0124,A3,B2,0
s0124,A3,B3,0
s0124,A4,B1,0
s0124,A4,B2,0
s0124,A4,B3,0
s0125,A1,B1,0
s0125,A1,B2,0
s0125,A1,B3,0
s0125,A2,B1,0
s0125,A2,B2,0
s0125,A2,B3,0
s0125,A3,B1,0
s0125,A3,B2,0
s0125,A3,B3,0
s0125,A4,B1,0
s0125,A4,B2,0
s0125,A4,B3,0
s0126,A1,B1,0
s0126,A1,B2,0
s0126,A1,B3,0
s0126,A2,B1,0
s0126,A2,B2,0
s0126,A2,B3,0
s0126,A3,B1,0
s0126,A3,B2,0
s0126,A3,B3,0
s0126,A4,B1,0
s0126,A4,B2,0
s0126,A4,B3,0
s0127,A1,B1,0
s0127,A1,B2,0
s0127,A1,B3,0
s0127,A2,B1,0
s0127,A2,B2,0
s0127,A2,B3,0
s0127,A3,B1,0
s0127,A3,B2,0
s0127,A3,B3,0
s0127,A4,B1,0
s0127,A4,B2,0
s0127,A4,B3,0
s0128,A1,B1,0
s0128,A1,B2,0
s0128,A1,B3,0
s0128,A2,B1,0
s0128,A2,B2,0
s0128,A2,B3,0
s0128,A3,B1,0
s0128,A3,B2,0
s0128,A3,B3,0
s0128,A4,B1,0
s0128,A4,B2,0
s0128,A4,B3,0
s0129,A1,B1,0
s0129,A1,B2,0
s0129,A1,B3,0
s0129,A2,B1,0
s0129,A2,B2,0
s0129,A2,B3,0
s0129,A3,B1,0
s0129,A3,B2,0
s0129,A3,B3,0
s0129,A4,B1,0
s0129,A4,B2,0
s0129,A4,B3,0
s0130,A1,B1,0
s0130,A1,B2,0
s0130,A1,B3,0
s0130,A2,B1,0
s0130,A2,B2,0
s0130,A2,B3,0
s0130,A3,B1,0
s0130,A3,B2,0
s0130,A3,B3,0
s0130,A4,B1,0
s0130,A4,B2,0
s0130,A4,B3,0
s0131,A1,B1,0
s0131,A1,B2,0
s0131,A1,B3,0
s0131,A2,B1,0
s0131,A2,B2,0
s0131,A2,B3,0
s0131,A3,B1,0
s0131,A3,B2,0
s0131,A3,B3,0
s0131,A4,B1,0
s0131,A4,B2,0
s0131,A4,B3,0
s0132,A1,B1,0
s0132,A1,B2,0
s0132,A1,B3,0
s0132,A2,B1,0
s0132,A2,B2,0
s0132,A2,B3,0
s0132,A3,B1,0
s0132,A3,B2,0
s0132,A3,B3,0
s0132,A4,B1,0
s0132,A4,B2,0
s0132,A4,B3,0
s0133,A1,B1,0
s0133,A1,B2,0
s0133,A1,B3,0
s0133,A2,B1,0
s0133,A2,B2,0
s0133,A2,B3,0
s0133,A3,B1,0
s0133,A3,B2,0
s0133,A3,B3,0
s0133,A4,B1,0
s0133,A4,B2,0
s0133,A4,B3,0
s0134,A1,B1,0
s0134,A1,B2,0
s0134,A1,B3,0
s0134,A2,B1,0
s0134,A2,B2,0
s0134,A2,B3,0
s0134,A3,B1,0
s0134,A3,B2,0
s0134,A3,B3,0
s0134,A4,B1,0
s0134,A4,B2,0
s0134,A4,B3,0
s0135,A1,B1,0
s0135,A1,B2,0
s0135,A1,B3,0
s0135,A2,B1,0
s0135,A2,B2,0
s0135,A2,B3,0
s0135,A3,B1,0
s0135,A3,B2,0
s0135,A3,B3,0
s0135,A4,B1,0
s0135,A4,B2,0
s0135,A4,B3,0
s0136,A1,B1,0
s0136,A1,B2,0
s0136,A1,B3,0
s0136,A2,B1,0
s0136,A2,B2,0
s0136,A2,B3,0
s0136,A3,B1,0
s0136,A3,B2,0
s0136,A3,B3,0
s0136,A4,B1,0
s0136,A4,B2,0
s0136,A4,B3,0
s0137,A1,B1,0
s0137,A1,B2,0
s0137,A1,B3,0
s0137,A2,B1,0
s0137,A2,B2,0
s0137,A2,B3,0
s0137,A3,B1,0
s0137,A3,B2,0
s0137,A3,B3,0
s0137,A4,B1,0
s0137,A4,B2,0
s0137,A4,B3,0
s0138,A1,B1,0
s0138,A1,B2,0
s0138,A1,B3,0
s0138,A2,B1,0
s0138,A2,B2,0
s0138,A2,B3,0
s0138,A3,B1,0
s0138,A3,B2,0
s0138,A3,B3,0
s0138,A4,B1,0
s0138,A4,B2,0
s0138,A4,B3,0
s0139,A1,B1,0
s0139,A1,B2,0
s0139,A1,B3,0
s0139,A2,B1,0
s0139,A2,B2,0
s0139,A2,B3,0
s0139,A3,B1,0
s0139,A3,B2,0
s0139,A3,B3,0
s0139,A4,B1,0
s0139,A4,B2,0
s0139,A4,B3,0
s0140,A1,B1,0
s0140,A1,B2,0
s0140,A1,B3,0
s0140,A2,B1,0
s0140,A2,B2,0
s0140,A2,B3,0
s0140,A3,B1,0
s0140,A3,B2,0
s0140,A3,B3,0
s0140,A4,B1,0
s0140,A4,B2,0
s0140,A4,B3,0
s0141,A1,B1,0
s0141,A1,B2,0
s0141,A1,B3,0
s0141,A2,B1,0
s0141,A2,B2,0
s0141,A2,B3,0
s0141,A3,B1,0
s0141,A3,B2,0
s0141,A3,B3,0
s0141,A4,B1,0
s0141,A4,B2,0
s0141,A4,B3,0
s0142,A1,B1,0
s0142,A1,B2,0
s0142,A1,B3,0
s0142,A2,B1,0
s0142,A2,B2,0
s0142,A2,B3,0
s0142,A3,B1,0
s0142,A3,B2,0
s0142,A3,B3,0
s0142,A4,B1,0
s0142,A4,B2,0
s0142,A4,B3,0
s0143,A1,B1,0
s0143,A1,B2,0
s0143,A1,B3,0
s0143,A2,B1,0
s0143,A2,B2,0
s0143,A2,B3,0
s0143,A3,B1,0
s0143,A3,B2,0
s0143,A3,B3,0
s0143,A4,B1,0
s0143,A4,B2,0
s0143,A4,B3,0
s0144,A1,B1,0
s0144,A1,B2,0
s0144,A1,B3,0
s0144,A2,B1,0
s0144,A2,B2,0
s0144,A2,B3,0
s0144,A3,B1,0
s0144,A3,B2,0
s0144,A3,B3,0
s0144,A4,B1,0
s0144,A4,B2,0
s0144,A4,B3,0
s0145,A1,B1,0
s0145,A1,B2,0
s0145,A1,B3,0
s0145,A2,B1,0
s0145,A2,B2,0
s0145,A2,B3,0
s0145,A3,B1,0
s0145,A3,B2,0
s0145,A3,B3,0
s0145,A4,B1,0
s0145,A4,B2,0
s0145,A4,B3,0
s0146,A1,B1,0
s0146,A1,B2,0
s0146,A1,B3,0
s0146,A2,B1,0
s0146,A2,B2,0
s0146,A2,B3,0
s0146,A3,B1,0
s0146,A3,B2,0
s0146,A3,B3,0
s0146,A4,B1,0
s0146,A4,B2,0
s0146,A4,B3,0
s0147,A1,B1,0
s0147,A1,B2,0
s0147,A1,B3,0
s0147,A2,B1,0
s0147,A2,B2,0
s0147,A2,B3,0
s0147,A3,B1,0
s0147,A3,B2,0
s0147,A3,B3,0
s0147,A4,B1,0
s0147,A4,B2,0
s0147,A4,B3,0
s0148,A1,B1,0
s0148,A1,B2,0
s0148,A1,B3,0
s0148,A2,B1,0
s0148,A2,B2,0
s0148,A2,B3,0
s0148,A3,B1,0
s0148,A3,B2,0
s0148,A3,B3,0
s0148,A4,B1,0
s0148,A4,B2,0
s0148,A4,B3,0
s0149,A1,B1,0
s0149,A1,B2,0
s0149,A1,B3,0
s0149,A2,B1,0
s0149,A2,B2,0
s0149,A2,B3,0
s0149,A3,B1,0
s0149,A3,B2,0
s0149,A3,B3,0
s0149,A4,B1,0
s0149,A4,B2,0
s0149,A4,B3,0
s0150,A1,B1,0
s0150,A1,B2,0
s0150,A1,B3,0
s0150,A2,B1,0
s0150,A2,B2,0
s0150,A2,B3,0
s0150,A3,B1,0
s0150,A3,B2,0
s0150,A3,B3,0
s0150,A4,B1,0
s0150,A4,B2,0
s0150,A4,B3,0
s0151,A1,B1,0
s0151,A1,B2,0
s0151,A1,B3,0
s0151,A2,B1,0
s0151,A2,B2,0
s0151,A2,B3,0
s0151,A3,B1,0
s0151,A3,B2,0
s0151,A3,B3,0
s0151,A4,B1,0
s0151,A4,B2,0
s0151,A4,B3,0
s0152,A1,B1,0
s0152,A1,B2,0
s0152,A1,B3,0
s0152,A2,B1,0
s0152,A2,B2,0
s0152,A2,B3,0
s0152,A3,B1,0
s0152,A3,B2,0
s0152,A3,B3,0
s0152,A4,B1,0
s0152,A4,B2,0
s0152,A4,B3,0
s0153,A1,B1,0
s0153,A1,B2,0
s0153,A1,B3,0
s0153,A2,B1,0
s0153,A2,B2,0
s0153,A2,B3,0
s0153,A3,B1,0
s0153,A3,B2,0
s0153,A3,B3,0
s0153,A4,B1,0
s0153,A4,B2,0
s0153,A4,B3,0
s0154,A1,B1,0
s0154,A1,B2,0
s0154,A1,B3,0
s0154,A2,B1,0
s0154,A2,B2,0
s0154,A2,B3,0
s0154,A3,B1,0
s0154,A3,B2,0
s0154,A3,B3,0
s0154,A4,B1,0
s0154,A4,B2,0
s0154,A4,B3,0
s0155,A1,B1,0
s0155,A1,B2,0
s0155,A1,B3,0
s0155,A2,B1,0
s0155,A2,B2,0
s0155,A2,B3,0
s0155,A3,B1,0
s0155,A3,B2,0
s0155,A3,B3,0
s0155,A4,B1,0
s0155,A4,B2,0
s0155,A4,B3,0
s0156,A1,B1,0
s0156,A1,B2,0
s0156,A1,B3,0
s0156,A2,B1,0
s0156,A2,B2,0
s0156,A2,B3,0
s0156,A3,B1,0
s0156,A3,B2,0
s0156,A3,B3,0
s0156,A4,B1,0
s0156,A4,B2,0
s0156,A4,B3,0
s0157,A1,B1,0
s0157,A1,B2,0
s0157,A1,B3,0
s0157,A2,B1,0
s0157,A2,B2,0
s0157,A2,B3,0
s0157,A3,B1,0
s0157,A3,B2,0
s0157,A3,B3,0
s0157,A4,B1,0
s0157,A4,B2,0
s0157,A4,B3,0
s0158,A1,B1,0
s0158,A1,B2,0
s0158,A1,B3,0
s0158,A2,B1,0
s0158,A2,B2,0
s0158,A2,B3,0
s0158,A3,B1,0
s0158,A3,B2,0
s0158,A3,B3,0
s0158,A4,B1,0
s0158,A4,B2,0
s0158,A4,B3,0
s0159,A1,B1,0
s0159,A1,B2,0
s0159,A1,B3,0
s0159,A2,B1,0
s0159,A2,B2,0
s0159,A2,B3,0
s0159,A3,B1,0
s0159,A3,B2,0
s0159,A3,B3,0
s0159,A4,B1,0
s0159,A4,B2,0
s0159,A4,B3,0
s0160,A1,B1,0
s0160,A1,B2,0
s0160,A1,B3,0
s0160,A2,B1,0
s0160,A2,B2,0
s0160,A2,B3,0
s0160,A3,B1,0
s0160,A3,B2,0
s0160,A3,B3,0
s0160,A4,B1,0
s0160,A4,B2,0
s0160,A4,B3,0
s0161,A1,B1,0
s0161,A1,B2,0
s0161,A1,B3,0
s0161,A2,B1,0
s0161,A2,B2,0
s0161,A2,B3,0
s0161,A3,B1,0
s0161,A3,B2,0
s0161,A3,B3,0
s0161,A4,B1,0
s0161,A4,B2,0
s0161,A4,B3,0
s0162,A1,B1,0
s0162,A1,B2,0
s0162,A1,B3,0
s0162,A2,B1,0
s0162,A2,B2,0
s0162,A2,B3,0
s0162,A3,B1,0
s0162,A3,B2,0
s0162,A3,B3,0
s0162,A4,B1,0
s0162,A4,B2,0
s0162,A4,B3,0
s0163,A1,B1,0
s0163,A1,B2,0
s0163,A1,B3,0
s0163,A2,B1,0
s0163,A2,B2,0
s0163,A2,B3,0
s0163,A3,B1,0
s0163,A3,B2,0
s0163,A3,B3,0
s0163,A4,B1,0
s0163,A4,B2,0
s0163,A4,B3,0
s0164,A1,B1,0
s0164,A1,B2,0
s0164,A1,B3,0
s0164,A2,B1,0
s0164,A2,B2,0
s0164,A2,B3,0
s0164,A3,B1,0
s0164,A3,B2,0
s0164,A3,B3,0
s0164,A4,B1,0
s0164,A4,B2,0
s0164,A4,B3,0
s0165,A1,B1,0
s0165,A1,B2,0
s0165,A1,B3,0
s0165,A2,B1,0
s0165,A2,B2,0
s0165,A2,B3,0
s0165,A3,B1,0
s0165,A3,B2,0
s0165,A3,B3,0
s0165,A4,B1,0
s0165,A4,B2,0
s0165,A4,B3,0
s0166,A1,B1,0
s0166,A1,B2,0
s0166,A1,B3,0
s0166,A2,B1,0
s0166,A2,B2,0
s0166,A2,B3,0
s0166,A3,B1,0
s0166,A3,B2,0
s0166,A3,B3,0
s0166,A4,B1,0
s0166,A4,B2,0
s0166,A4,B3,0
s0167,A1,B1,0
s0167,A1,B2,0
s0167,A1,B3,0
s0167,A2,B1,0
s0167,A2,B2,0
s0167,A2,B3,0
s0167,A3,B1,0
s0167,A3,B2,0
s0167,A3,B3,0
s0167,A4,B1,0
s0167,A4,B2,0
s0167,A4,B3,0
s0168,A1,B1,0
s0168,A1,B2,0
s0168,A1,B3,0
s0168,A2,B1,0
s0168,A2,B2,0
s0168,A2,B3,0
s0168,A3,B1,0
s0168,A3,B2,0
s0168,A3,B3,0
s0168,A4,B1,0
s0168,A4,B2,0
s0168,A4,B3,0
s0169,A1,B1,0
s0169,A1,B2,0
s0169,A1,B3,0
s0169,A2,B1,0
s0169,A2,B2,0
s0169,A2,B3,0
s0169,A3,B1,0
s0169,A3,B2,0
s0169,A3,B3,0
s0169,A4,B1,0
s0169,A4,B2,0
s0169,A4,B3,0
s0170,A1,B1,0
s0170,A1,B2,0
s0170,A1,B3,0
s0170,A2,B1,0
s0170,A2,B2,0
s0170,A2,B3,0
s0170,A3,B1,0
s0170,A3,B2,0
s0170,A3,B3,0
s0170,A4,B1,0
s0170,A4,B2,0
s0170,A4,B3,0
s0171,A1,B1,0
s0171,A1,B2,0
s0171,A1,B3,0
s0171,A2,B1,0
s0171,A2,B2,0
s0171,A2,B3,0
s0171,A3,B1,0
s0171,A3,B2,0
s0171,A3,B3,0
s0171,A4,B1,0
s0171,A4,B2,0
s0171,A4,B3,0
s0172,A1,B1,0
s0172,A1,B2,0
s0172,A1,B3,0
s0172,A2,B1,0
s0172,A2,B2,0
s0172,A2,B3,0
s0172,A3,B1,0
s0172,A3,B2,0
s0172,A3,B3,0
s0172,A4,B1,0
s0172,A4,B2,0
s0172,A4,B3,0
s0173,A1,B1,0
s0173,A1,B2,0
s0173,A1,B3,0
s0173,A2,B1,0
s0173,A2,B2,0
s0173,A2,B3,0
s0173,A3,B1,0
s0173,A3,B2,0
s0173,A3,B3,0
s0173,A4,B1,0
s0173,A4,B2,0
s0173,A4,B3,0
s0174,A1,B1,0
s0174,A1,B2,0
s0174,A1,B3,0
s0174,A2,B1,0
s0174,A2,B2,0
s0174,A2,B3,0
s0174,A3,B1,0
s0174,A3,B2,0
s0174,A3,B3,0
s0174,A4,B1,0
s0174,A4,B2,0
s0174,A4,B3,0
s0175,A1,B1,0
s0175,A1,B2,0
s0175,A1,B3,0
s0175,A2,B1,0
s0175,A2,B2,0
s0175,A2,B3,0
s0175,A3,B1,0
s0175,A3,B2,0
s0175,A3,B3,0
s0175,A4,B1,0
s0175,A4,B2,0
s0175,A4,B3,0
s0176,A1,B1,0
s0176,A1,B2,0
s0176,A1,B3,0
s0176,A2,B1,0
s0176,A2,B2,0
s0176,A2,B3,0
s0176,A3,B1,0
s0176,A3,B2,0
s0176,A3,B3,0
s0176,A4,B1,0
s0176,A4,B2,0
s0176,A4,B3,0
s0177,A1,B1,0
s0177,A1,B2,0
s0177,A1,B3,0
s0177,A2,B1,0
s0177,A2,B2,0
s0177,A2,B3,0
s0177,A3,B1,0
s0177,A3,B2,0
s0177,A3,B3,0
s0177,A4,B1,0
s0177,A4,B2,0
s0177,A4,B3,0
s0178,A1,B1,0
s0178,A1,B2,0
s0178,A1,B3,0
s0178,A2,B1,0
s0178,A2,B2,0
s0178,A2,B3,0
s0178,A3,B1,0
s0178,A3,B2,0
s0178,A3,B3,0
s0178,A4,B1,0
s0178,A4,B2,0
s0178,A4,B3,0
s0179,A1,B1,0
s0179,A1,B2,0
s0179,A1,B3,0
s0179,A2,B1,0
s0179,A2,B2,0
s0179,A2,B3,0
s0179,A3,B1,0
s0179,A3,B2,0
s0179,A3,B3,0
s0179,A4,B1,0
s0179,A4,B2,0
s0179,A4,B3,0
s0180,A1,B1,0
s0180,A1,B2,0
s0180,A1,B3,0
s0180,A2,B1,0
s0180,A2,B2,0
s0180,A2,B3,0
s0180,A3,B1,0
s0180,A3,B2,0
s0180,A3,B3,0
s0180,A4,B1,0
s0180,A4,B2,0
s0180,A4,B3,0
s0181,A1,B1,0
s0181,A1,B2,0
s0181,A1,B3,0
s0181,A2,B1,0
s0181,A2,B2,0
s0181,A2,B3,0
s0181,A3,B1,0
s0181,A3,B2,0
s0181,A3,B3,0
s0181,A4,B1,0
s0181,A4,B2,0
s0181,A4,B3,0
s0182,A1,B1,0
s0182,A1,B2,0
s0182,A1,B3,0
s0182,A2,B1,0
s0182,A2,B2,0
s0182,A2,B3,0
s0182,A3,B1,0
s0182,A3,B2,0
s0182,A3,B3,0
s0182,A4,B1,0
s0182,A4,B2,0
s0182,A4,B3,0
s0183,A1,B1,0
s0183,A1,B2,0
s0183,A1,B3,0
s0183,A2,B1,0
s0183,A2,B2,0
s0183,A2,B3,0
s0183,A3,B1,0
s0183,A3,B2,0
s0183,A3,B3,0
s0183,A4,B1,0
s0183,A4,B2,0
s0183,A4,B3,0
s0184,A1,B1,0
s0184,A1,B2,0
s0184,A1,B3,0
s0184,A2,B1,0
s0184,A2,B2,0
s0184,A2,B3,0
s0184,A3,B1,0
s0184,A3,B2,0
s0184,A3,B3,0
s0184,A4,B1,0
s0184,A4,B2,0
s0184,A4,B3,0
s0185,A1,B1,0
s0185,A1,B2,0
s0185,A1,B3,0
s0185,A2,B1,0
s0185,A2,B2,0
s0185,A2,B3,0
s0185,A3,B1,0
s0185,A3,B2,0
s0185,A3,B3,0
s0185,A4,B1,0
s0185,A4,B2,0
s0185,A4,B3,0
s0186,A1,B1,0
s0186,A1,B2,0
s0186,A1,B3,0
s0186,A2,B1,0
s0186,A2,B2,0
s0186,A2,B3,0
s0186,A3,B1,0
s0186,A3,B2,0
s0186,A3,B3,0
s0186,A4,B1,0
s0186,A4,B2,0
s0186,A4,B3,0
s0187,A1,B1,0
s0187,A1,B2,0
s0187,A1,B3,0
s0187,A2,B1,0
s0187,A2,B2,0
s0187,A2,B3,0
s0187,A3,B1,0
s0187,A3,B2,0
s0187,A3,B3,0
s0187,A4,B1,0
s0187,A4,B2,0
s0187,A4,B3,0
s0188,A1,B1,0
s0188,A1,B2,0
s0188,A1,B3,0
s0188,A2,B1,0
s0188,A2,B2,0
s0188,A2,B3,0
s0188,A3,B1,0
s0188,A3,B2,0
s0188,A3,B3,0
s0188,A4,B1,0
s0188,A4,B2,0
s0188,A4,B3,0
s0189,A1,B1,0
s0189,A1,B2,0
s0189,A1,B3,0
s0189,A2,B1,0
s0189,A2,B2,0
s0189,A2,B3,0
s0189,A3,B1,0
s0189,A3,B2,0
s0189,A3,B3,0
s0189,A4,B1,0
s0189,A4,B2,0
s0189,A4,B3,0
s0190,A1,B1,0
s0190,A1,B2,0
s0190,A1,B3,0
s0190,A2,B1,0
s0190,A2,B2,0
s0190,A2,B3,0
s0190,A3,B1,0
s0190,A3,B2,0
s0190,A3,B3,0
s0190,A4,B1,0
s0190,A4,B2,0
s0190,A4,B3,0
s0191,A1,B1,0
s0191,A1,B2,0
s0191,A1,B3,0
s0191,A2,B1,0
s0191,A2,B2,0
s0191,A2,B3,0
s0191,A3,B1,0
s0191,A3,B2,0
s0191,A3,B3,0
s0191,A4,B1,0
s0191,A4,B2,0
s0191,A4,B3,0
s0192,A1,B1,0
s0192,A1,B2,0
s0192,A1,B3,0
s0192,A2,B1,0
s0192,A2,B2,0
s0192,A2,B3,0
s0192,A3,B1,0
s0192,A3,B2,0
s0192,A3,B3,0
s0192,A4,B1,0
s0192,A4,B2,0
s0192,A4,B3,0
s0193,A1,B1,0
s0193,A1,B2,0
s0193,A1,B3,0
s0193,A2,B1,0
s0193,A2,B2,0
s0193,A2,B3,0
s0193,A3,B1,0
s0193,A3,B2,0
s0193,A3,B3,0
s0193,A4,B1,0
s0193,A4,B2,0
s0193,A4,B3,0
s0194,A1,B1,0
s0194,A1,B2,0
s0194,A1,B3,0
s0194,A2,B1,0
s0194,A2,B2,0
s0194,A2,B3,0
s0194,A3,B1,0
s0194,A3,B2,0
s0194,A3,B3,0
s0194,A4,B1,0
s0194,A4,B2,0
s0194,A4,B3,0
s0195,A1,B1,0
s0195,A1,B2,0
