n,design,family,method,alpha,effectX1,effectX2,effectX1X2,effectX3,rateX1,rateX2,rateX1X2,rateX3,rateX1X3,rateX2X3,rateX1X2X3
20,2x4,poisson,PAR,0.01,1,1,0,0,0.9988,1,0.679,0,0,0,0
20,2x4,poisson,RNK,0.01,1,1,0,0,0.999,1,0.0654,0,0,0,0
20,2x4,poisson,ART,0.01,1,1,0,0,0.9994,1,0.7624,0,0,0,0
20,2x4,poisson,INT,0.01,1,1,0,0,0.9992,1,0.114,0,0,0,0
20,2x4,poisson,PAR,0.05,2,2,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.05,2,2,0,0,1,1,0.7952,0,0,0,0
20,2x4,poisson,ART,0.05,2,2,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.05,2,2,0,0,1,1,0.986,0,0,0,0
20,2x4,poisson,PAR,0.01,2,2,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.01,2,2,0,0,1,1,0.6422,0,0,0,0
20,2x4,poisson,ART,0.01,2,2,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.01,2,2,0,0,1,1,0.9374,0,0,0,0
20,2x4,poisson,PAR,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.05,4,4,0,0,1,1,0.9998,0,0,0,0
20,2x4,poisson,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,PAR,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.01,4,4,0,0,1,1,0.9996,0,0,0,0
20,2x4,poisson,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,poisson,PAR,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,PAR,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,RNK,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,INT,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,poisson,PAR,0.05,0.5,0,0,0,0.9142,0.0504,0.0468,0,0,0,0
20,2x4,poisson,RNK,0.05,0.5,0,0,0,0.915,0.048,0.0484,0,0,0,0
20,2x4,poisson,ART,0.05,0.5,0,0,0,0.9126,0.057,0.0608,0,0,0,0
20,2x4,poisson,INT,0.05,0.5,0,0,0,0.9204,0.0506,0.05,0,0,0,0
20,2x4,poisson,PAR,0.01,0.5,0,0,0,0.7854,0.0102,0.0092,0,0,0,0
20,2x4,poisson,RNK,0.01,0.5,0,0,0,0.7926,0.0134,0.0094,0,0,0,0
20,2x4,poisson,ART,0.01,0.5,0,0,0,0.7916,0.015,0.0152,0,0,0,0
20,2x4,poisson,INT,0.01,0.5,0,0,0,0.7964,0.0122,0.0102,0,0,0,0
20,2x4,poisson,PAR,0.05,1,0,0,0,1,0.0548,0.0446,0,0,0,0
20,2x4,poisson,RNK,0.05,1,0,0,0,1,0.052,0.047,0,0,0,0
20,2x4,poisson,ART,0.05,1,0,0,0,1,0.082,0.0784,0,0,0,0
20,2x4,poisson,INT,0.05,1,0,0,0,1,0.053,0.0468,0,0,0,0
20,2x4,poisson,PAR,0.01,1,0,0,0,0.9982,0.0092,0.0082,0,0,0,0
20,2x4,poisson,RNK,0.01,1,0,0,0,0.9992,0.0092,0.0078,0,0,0,0
20,2x4,poisson,ART,0.01,1,0,0,0,0.9988,0.0196,0.0208,0,0,0,0
20,2x4,poisson,INT,0.01,1,0,0,0,0.9992,0.0098,0.0084,0,0,0,0
20,2x4,poisson,PAR,0.05,2,0,0,0,1,0.0464,0.0494,0,0,0,0
20,2x4,poisson,RNK,0.05,2,0,0,0,1,0.0502,0.0456,0,0,0,0
20,2x4,poisson,ART,0.05,2,0,0,0,1,0.2302,0.241,0,0,0,0
20,2x4,poisson,INT,0.05,2,0,0,0,1,0.0484,0.0468,0,0,0,0
20,2x4,poisson,PAR,0.01,2,0,0,0,1,0.0116,0.0078,0,0,0,0
20,2x4,poisson,RNK,0.01,2,0,0,0,1,0.0102,0.007,0,0,0,0
20,2x4,poisson,ART,0.01,2,0,0,0,1,0.0886,0.0938,0,0,0,0
20,2x4,poisson,INT,0.01,2,0,0,0,1,0.0102,0.0076,0,0,0,0
20,2x4,poisson,PAR,0.05,4,0,0,0,1,0.0572,0.0582,0,0,0,0
20,2x4,poisson,RNK,0.05,4,0,0,0,1,0.0498,0.058,0,0,0,0
20,2x4,poisson,ART,0.05,4,0,0,0,1,0.8884,0.8952,0,0,0,0
20,2x4,poisson,INT,0.05,4,0,0,0,1,0.0522,0.0564,0,0,0,0
20,2x4,poisson,PAR,0.01,4,0,0,0,1,0.0124,0.0128,0,0,0,0
20,2x4,poisson,RNK,0.01,4,0,0,0,1,0.0092,0.0118,0,0,0,0
20,2x4,poisson,ART,0.01,4,0,0,0,1,0.7062,0.7118,0,0,0,0
20,2x4,poisson,INT,0.01,4,0,0,0,1,0.0084,0.0114,0,0,0,0
20,2x4,poisson,PAR,0.05,8,0,0,0,1,0.0576,0.0578,0,0,0,0
20,2x4,poisson,RNK,0.05,8,0,0,0,1,0.051,0.0522,0,0,0,0
20,2x4,poisson,ART,0.05,8,0,0,0,1,0.992,0.9918,0,0,0,0
20,2x4,poisson,INT,0.05,8,0,0,0,1,0.056,0.0574,0,0,0,0
20,2x4,poisson,PAR,0.01,8,0,0,0,1,0.0136,0.0136,0,0,0,0
20,2x4,poisson,RNK,0.01,8,0,0,0,1,0.0134,0.0128,0,0,0,0
20,2x4,poisson,ART,0.01,8,0,0,0,1,0.9388,0.9358,0,0,0,0
20,2x4,poisson,INT,0.01,8,0,0,0,1,0.0146,0.0144,0,0,0,0
20,2x4,likert,PAR,0.05,0,0,0,0,0.0504,0.0454,0.0486,0,0,0,0
20,2x4,likert,RNK,0.05,0,0,0,0,0.0506,0.044,0.0464,0,0,0,0
20,2x4,likert,ART,0.05,0,0,0,0,0.1044,0.0552,0.0802,0,0,0,0
20,2x4,likert,INT,0.05,0,0,0,0,0.0504,0.0446,0.047,0,0,0,0
20,2x4,likert,PAR,0.01,0,0,0,0,0.0092,0.01,0.0082,0,0,0,0
20,2x4,likert,RNK,0.01,0,0,0,0,0.0102,0.0082,0.0096,0,0,0,0
20,2x4,likert,ART,0.01,0,0,0,0,0.037,0.0102,0.0254,0,0,0,0
20,2x4,likert,INT,0.01,0,0,0,0,0.0102,0.0078,0.0088,0,0,0,0
20,2x4,likert,PAR,0.05,0.5,0.5,0,0,0.6222,0.3844,0.0538,0,0,0,0
20,2x4,likert,RNK,0.05,0.5,0.5,0,0,0.6352,0.3824,0.0502,0,0,0,0
20,2x4,likert,ART,0.05,0.5,0.5,0,0,0.6298,0.4148,0.1108,0,0,0,0
20,2x4,likert,INT,0.05,0.5,0.5,0,0,0.6416,0.3922,0.0526,0,0,0,0
20,2x4,likert,PAR,0.01,0.5,0.5,0,0,0.3798,0.1816,0.0082,0,0,0,0
20,2x4,likert,RNK,0.01,0.5,0.5,0,0,0.3898,0.1848,0.0096,0,0,0,0
20,2x4,likert,ART,0.01,0.5,0.5,0,0,0.4168,0.207,0.0364,0,0,0,0
20,2x4,likert,INT,0.01,0.5,0.5,0,0,0.3972,0.1894,0.01,0,0,0,0
20,2x4,likert,PAR,0.05,1,1,0,0,0.9898,0.913,0.0862,0,0,0,0
20,2x4,likert,RNK,0.05,1,1,0,0,0.9912,0.9218,0.0648,0,0,0,0
20,2x4,likert,ART,0.05,1,1,0,0,0.9788,0.93,0.2136,0,0,0,0
20,2x4,likert,INT,0.05,1,1,0,0,0.9918,0.9298,0.065,0,0,0,0
20,2x4,likert,PAR,0.01,1,1,0,0,0.9578,0.7934,0.0222,0,0,0,0
20,2x4,likert,RNK,0.01,1,1,0,0,0.9608,0.8054,0.014,0,0,0,0
20,2x4,likert,ART,0.01,1,1,0,0,0.9442,0.8314,0.1026,0,0,0,0
20,2x4,likert,INT,0.01,1,1,0,0,0.9634,0.8218,0.016,0,0,0,0
20,2x4,likert,PAR,0.05,2,2,0,0,0.9998,0.9988,0.407,0,0,0,0
20,2x4,likert,RNK,0.05,2,2,0,0,0.9998,0.9992,0.2646,0,0,0,0
20,2x4,likert,ART,0.05,2,2,0,0,0.9992,1,0.6054,0,0,0,0
20,2x4,likert,INT,0.05,2,2,0,0,0.9998,0.9994,0.2498,0,0,0,0
20,2x4,likert,PAR,0.01,2,2,0,0,0.9988,0.9958,0.2684,0,0,0,0
20,2x4,likert,RNK,0.01,2,2,0,0,0.9994,0.9978,0.1538,0,0,0,0
20,2x4,likert,ART,0.01,2,2,0,0,0.998,0.999,0.471,0,0,0,0
20,2x4,likert,INT,0.01,2,2,0,0,0.9994,0.9978,0.1504,0,0,0,0
20,2x4,likert,PAR,0.05,4,4,0,0,1,1,0.8004,0,0,0,0
20,2x4,likert,RNK,0.05,4,4,0,0,1,1,0.685,0,0,0,0
20,2x4,likert,ART,0.05,4,4,0,0,0.9994,1,0.8894,0,0,0,0
20,2x4,likert,INT,0.05,4,4,0,0,1,1,0.6008,0,0,0,0
20,2x4,likert,PAR,0.01,4,4,0,0,1,0.9998,0.721,0,0,0,0
20,2x4,likert,RNK,0.01,4,4,0,0,1,0.9998,0.5678,0,0,0,0
20,2x4,likert,ART,0.01,4,4,0,0,0.9992,1,0.83,0,0,0,0
20,2x4,likert,INT,0.01,4,4,0,0,1,0.9998,0.494,0,0,0,0
20,2x4,likert,PAR,0.05,8,8,0,0,0.9996,0.9996,0.933,0,0,0,0
20,2x4,likert,RNK,0.05,8,8,0,0,0.9996,0.9996,0.8754,0,0,0,0
20,2x4,likert,ART,0.05,8,8,0,0,1,0.9996,0.9744,0,0,0,0
20,2x4,likert,INT,0.05,8,8,0,0,0.9996,0.9996,0.8098,0,0,0,0
20,2x4,likert,PAR,0.01,8,8,0,0,0.9986,0.9988,0.9008,0,0,0,0
20,2x4,likert,RNK,0.01,8,8,0,0,0.9988,0.999,0.824,0,0,0,0
20,2x4,likert,ART,0.01,8,8,0,0,0.9998,0.9992,0.9624,0,0,0,0
20,2x4,likert,INT,0.01,8,8,0,0,0.9988,0.999,0.7422,0,0,0,0
20,2x4,likert,PAR,0.05,0.5,0,0,0,0.657,0.0466,0.049,0,0,0,0
20,2x4,likert,RNK,0.05,0.5,0,0,0,0.666,0.0478,0.053,0,0,0,0
20,2x4,likert,ART,0.05,0.5,0,0,0,0.6312,0.0642,0.0884,0,0,0,0
20,2x4,likert,INT,0.05,0.5,0,0,0,0.6728,0.0452,0.05,0,0,0,0
20,2x4,likert,PAR,0.01,0.5,0,0,0,0.4048,0.0086,0.01,0,0,0,0
20,2x4,likert,RNK,0.01,0.5,0,0,0,0.4132,0.0094,0.0104,0,0,0,0
20,2x4,likert,ART,0.01,0.5,0,0,0,0.4074,0.016,0.0246,0,0,0,0
20,2x4,likert,INT,0.01,0.5,0,0,0,0.4224,0.0086,0.011,0,0,0,0
20,2x4,likert,PAR,0.05,1,0,0,0,0.9906,0.0526,0.0472,0,0,0,0
20,2x4,likert,RNK,0.05,1,0,0,0,0.9914,0.0528,0.0492,0,0,0,0
20,2x4,likert,ART,0.05,1,0,0,0,0.975,0.1056,0.1086,0,0,0,0
20,2x4,likert,INT,0.05,1,0,0,0,0.9914,0.0532,0.0484,0,0,0,0
20,2x4,likert,PAR,0.01,1,0,0,0,0.9586,0.0114,0.0092,0,0,0,0
20,2x4,likert,RNK,0.01,1,0,0,0,0.9644,0.0114,0.0106,0,0,0,0
20,2x4,likert,ART,0.01,1,0,0,0,0.9364,0.0316,0.0346,0,0,0,0
20,2x4,likert,INT,0.01,1,0,0,0,0.9666,0.011,0.0098,0,0,0,0
20,2x4,likert,PAR,0.05,2,0,0,0,1,0.0536,0.0532,0,0,0,0
20,2x4,likert,RNK,0.05,2,0,0,0,1,0.0522,0.053,0,0,0,0
20,2x4,likert,ART,0.05,2,0,0,0,0.9956,0.1886,0.209,0,0,0,0
20,2x4,likert,INT,0.05,2,0,0,0,1,0.0502,0.052,0,0,0,0
20,2x4,likert,PAR,0.01,2,0,0,0,0.9986,0.0098,0.0124,0,0,0,0
20,2x4,likert,RNK,0.01,2,0,0,0,0.9994,0.0108,0.0114,0,0,0,0
20,2x4,likert,ART,0.01,2,0,0,0,0.9916,0.08,0.0896,0,0,0,0
20,2x4,likert,INT,0.01,2,0,0,0,0.9994,0.011,0.0106,0,0,0,0
20,2x4,likert,PAR,0.05,4,0,0,0,0.9988,0.0548,0.056,0,0,0,0
20,2x4,likert,RNK,0.05,4,0,0,0,0.9992,0.0528,0.0586,0,0,0,0
20,2x4,likert,ART,0.05,4,0,0,0,0.9962,0.3044,0.3236,0,0,0,0
20,2x4,likert,INT,0.05,4,0,0,0,0.9992,0.0502,0.0552,0,0,0,0
20,2x4,likert,PAR,0.01,4,0,0,0,0.9962,0.0118,0.012,0,0,0,0
20,2x4,likert,RNK,0.01,4,0,0,0,0.9972,0.0104,0.0096,0,0,0,0
20,2x4,likert,ART,0.01,4,0,0,0,0.9938,0.1496,0.1764,0,0,0,0
20,2x4,likert,INT,0.01,4,0,0,0,0.9972,0.011,0.0116,0,0,0,0
20,2x4,likert,PAR,0.05,8,0,0,0,0.9908,0.0438,0.0492,0,0,0,0
20,2x4,likert,RNK,0.05,8,0,0,0,0.991,0.0474,0.0728,0,0,0,0
20,2x4,likert,ART,0.05,8,0,0,0,0.9904,0.3184,0.4162,0,0,0,0
20,2x4,likert,INT,0.05,8,0,0,0,0.9932,0.0443,0.0489,0,0,0,0
20,2x4,likert,PAR,0.01,8,0,0,0,0.9852,0.0086,0.0128,0,0,0,0
20,2x4,likert,RNK,0.01,8,0,0,0,0.9852,0.0094,0.0128,0,0,0,0
20,2x4,likert,ART,0.01,8,0,0,0,0.9868,0.1626,0.2524,0,0,0,0
20,2x4,likert,INT,0.01,8,0,0,0,0.9876,0.0086,0.0118,0,0,0,0
20,2x2x2,norm,PAR,0.05,0,0,0,0,0.054,0.0508,0.0484,0.0556,0.053,0.0544,0.0532
20,2x2x2,norm,RNK,0.05,0,0,0,0,0.0532,0.0476,0.0476,0.0568,0.0538,0.0536,0.0536
20,2x2x2,norm,ART,0.05,0,0,0,0,0.0518,0.0494,0.0558,0.048,0.0524,0.0538,0.0538
20,2x2x2,norm,INT,0.05,0,0,0,0,0.0556,0.05,0.0476,0.0564,0.0526,0.0536,0.0544
20,2x2x2,norm,PAR,0.01,0,0,0,0,0.0102,0.0118,0.0124,0.009,0.0112,0.0084,0.0088
20,2x2x2,norm,RNK,0.01,0,0,0,0,0.01,0.0114,0.0118,0.01,0.0108,0.0094,0.0088
20,2x2x2,norm,ART,0.01,0,0,0,0,0.0092,0.0116,0.0098,0.011,0.0118,0.0096,0.009
20,2x2x2,norm,INT,0.01,0,0,0,0,0.0114,0.0114,0.0112,0.0094,0.0118,0.0094,0.008
20,2x2x2,norm,PAR,0.05,0.5,0.5,0,0,0.891,0.8748,0.0466,0.0464,0.0508,0.057,0.0516
20,2x2x2,norm,RNK,0.05,0.5,0.5,0,0,0.8688,0.8526,0.045,0.049,0.0502,0.0556,0.0494
20,2x2x2,norm,ART,0.05,0.5,0.5,0,0,0.8712,0.8568,0.048,0.0434,0.0536,0.055,0.047
20,2x2x2,norm,INT,0.05,0.5,0.5,0,0,0.8866,0.8706,0.0452,0.0464,0.0492,0.0552,0.0506
20,2x2x2,norm,PAR,0.01,0.5,0.5,0,0,0.7136,0.6926,0.0102,0.0094,0.0104,0.0102,0.0094
20,2x2x2,norm,RNK,0.01,0.5,0.5,0,0,0.6856,0.665,0.01,0.0104,0.01,0.0106,0.0094
20,2x2x2,norm,ART,0.01,0.5,0.5,0,0,0.6886,0.6668,0.0112,0.0104,0.01,0.0116,0.009
20,2x2x2,norm,INT,0.01,0.5,0.5,0,0,0.709,0.6862,0.0102,0.0098,0.01,0.011,0.0106
20,2x2x2,norm,PAR,0.05,1,1,0,0,1,1,0.049,0.0508,0.0472,0.0498,0.0478
20,2x2x2,norm,RNK,0.05,1,1,0,0,1,1,0.0418,0.0506,0.048,0.0508,0.0506
20,2x2x2,norm,ART,0.05,1,1,0,0,1,1,0.054,0.0488,0.0494,0.0508,0.0504
20,2x2x2,norm,INT,0.05,1,1,0,0,1,1,0.0396,0.0494,0.049,0.0504,0.048
20,2x2x2,norm,PAR,0.01,1,1,0,0,1,1,0.0074,0.0114,0.0094,0.0116,0.012
20,2x2x2,norm,RNK,0.01,1,1,0,0,1,1,0.0068,0.013,0.01,0.0096,0.0122
20,2x2x2,norm,ART,0.01,1,1,0,0,1,0.9998,0.0116,0.0076,0.0096,0.0114,0.0128
20,2x2x2,norm,INT,0.01,1,1,0,0,1,1,0.0052,0.0116,0.0096,0.0104,0.0114
20,2x2x2,norm,PAR,0.05,2,2,0,0,1,1,0.0496,0.0494,0.0482,0.0526,0.052
20,2x2x2,norm,RNK,0.05,2,2,0,0,1,1,0.0078,0.0516,0.0512,0.0506,0.0524
20,2x2x2,norm,ART,0.05,2,2,0,0,1,1,0.0518,0.0486,0.0502,0.0536,0.055
20,2x2x2,norm,INT,0.05,2,2,0,0,1,1,0.0046,0.0504,0.048,0.0506,0.0536
20,2x2x2,norm,PAR,0.01,2,2,0,0,1,1,0.0084,0.0108,0.0118,0.0102,0.0116
20,2x2x2,norm,RNK,0.01,2,2,0,0,1,1,8e-04,0.0104,0.0114,0.0106,0.0108
20,2x2x2,norm,ART,0.01,2,2,0,0,1,1,0.0106,0.0084,0.0124,0.0102,0.0102
20,2x2x2,norm,INT,0.01,2,2,0,0,1,1,6e-04,0.0102,0.011,0.0106,0.0116
20,2x2x2,norm,PAR,0.05,4,4,0,0,1,1,0.0564,0.0504,0.049,0.0462,0.0506
20,2x2x2,norm,RNK,0.05,4,4,0,0,1,1,0,0.053,0.047,0.0526,0.0516
20,2x2x2,norm,ART,0.05,4,4,0,0,1,1,0.052,0.056,0.047,0.0514,0.0512
20,2x2x2,norm,INT,0.05,4,4,0,0,1,1,0,0.0532,0.0456,0.0494,0.0546
20,2x2x2,norm,PAR,0.01,4,4,0,0,1,1,0.0102,0.0086,0.0086,0.0106,0.0136
20,2x2x2,norm,RNK,0.01,4,4,0,0,1,1,0,0.0106,0.0098,0.0114,0.0116
20,2x2x2,norm,ART,0.01,4,4,0,0,1,1,0.0102,0.0112,0.0094,0.0108,0.013
20,2x2x2,norm,INT,0.01,4,4,0,0,1,1,0,0.0102,0.008,0.01,0.011
20,2x2x2,norm,PAR,0.05,8,8,0,0,1,1,0.049,0.0514,0.0492,0.0492,0.0482
20,2x2x2,norm,RNK,0.05,8,8,0,0,1,1,0,0.0522,0.0478,0.0512,0.0486
20,2x2x2,norm,ART,0.05,8,8,0,0,1,1,0.0496,0.0504,0.0506,0.0496,0.0492
20,2x2x2,norm,INT,0.05,8,8,0,0,1,1,0,0.0572,0.0488,0.0474,0.0514
20,2x2x2,norm,PAR,0.01,8,8,0,0,1,1,0.009,0.012,0.0094,0.0102,0.01
20,2x2x2,norm,RNK,0.01,8,8,0,0,1,1,0,0.009,0.0102,0.0092,0.009
20,2x2x2,norm,ART,0.01,8,8,0,0,1,1,0.0124,0.0074,0.0108,0.0096,0.0086
20,2x2x2,norm,INT,0.01,8,8,0,0,1,1,0,0.011,0.011,0.01,0.0094
20,2x2x2,norm,PAR,0.05,0.5,0,0,0,0.8794,0.0494,0.0522,0.0534,0.0484,0.0518,0.0442
20,2x2x2,norm,RNK,0.05,0.5,0,0,0,0.8604,0.0506,0.0528,0.0522,0.0522,0.05,0.046
20,2x2x2,norm,ART,0.05,0.5,0,0,0,0.865,0.0478,0.0544,0.0528,0.049,0.051,0.047
20,2x2x2,norm,INT,0.05,0.5,0,0,0,0.875,0.0482,0.0528,0.0528,0.049,0.0494,0.0446
20,2x2x2,norm,PAR,0.01,0.5,0,0,0,0.71,0.0092,0.0096,0.0126,0.0106,0.0092,0.0084
20,2x2x2,norm,RNK,0.01,0.5,0,0,0,0.6806,0.009,0.0102,0.0122,0.011,0.0098,0.0088
20,2x2x2,norm,ART,0.01,0.5,0,0,0,0.6838,0.0088,0.0118,0.01,0.01,0.0096,0.008
20,2x2x2,norm,INT,0.01,0.5,0,0,0,0.702,0.0102,0.0096,0.0118,0.0098,0.0096,0.009
20,2x2x2,norm,PAR,0.05,1,0,0,0,1,0.0474,0.0452,0.0474,0.0456,0.0524,0.0486
20,2x2x2,norm,RNK,0.05,1,0,0,0,1,0.0492,0.0426,0.0462,0.0486,0.0486,0.0494
20,2x2x2,norm,ART,0.05,1,0,0,0,1,0.0484,0.0472,0.0476,0.045,0.0518,0.0502
20,2x2x2,norm,INT,0.05,1,0,0,0,1,0.0496,0.0466,0.0482,0.045,0.0522,0.048
20,2x2x2,norm,PAR,0.01,1,0,0,0,1,0.0104,0.0084,0.0104,0.0098,0.0116,0.0084
20,2x2x2,norm,RNK,0.01,1,0,0,0,1,0.0098,0.009,0.0094,0.0104,0.0116,0.0094
20,2x2x2,norm,ART,0.01,1,0,0,0,1,0.0106,0.01,0.0084,0.0096,0.0126,0.0082
20,2x2x2,norm,INT,0.01,1,0,0,0,1,0.0112,0.0084,0.0106,0.0094,0.0114,0.0098
20,2x2x2,norm,PAR,0.05,2,0,0,0,1,0.0472,0.0452,0.0548,0.0504,0.0478,0.0492
20,2x2x2,norm,RNK,0.05,2,0,0,0,1,0.0458,0.0436,0.0506,0.051,0.047,0.0498
20,2x2x2,norm,ART,0.05,2,0,0,0,1,0.0476,0.0538,0.0468,0.0488,0.0486,0.0498
20,2x2x2,norm,INT,0.05,2,0,0,0,1,0.0462,0.0438,0.0542,0.0508,0.0484,0.0462
20,2x2x2,norm,PAR,0.01,2,0,0,0,1,0.01,0.0086,0.0116,0.0104,0.0078,0.01
20,2x2x2,norm,RNK,0.01,2,0,0,0,1,0.0114,0.0084,0.0098,0.0088,0.0084,0.0116
20,2x2x2,norm,ART,0.01,2,0,0,0,1,0.01,0.0102,0.0096,0.0112,0.0082,0.0104
20,2x2x2,norm,INT,0.01,2,0,0,0,1,0.0104,0.0096,0.012,0.01,0.0082,0.01
20,2x2x2,norm,PAR,0.05,4,0,0,0,1,0.0476,0.0442,0.0506,0.0552,0.0514,0.0504
20,2x2x2,norm,RNK,0.05,4,0,0,0,1,0.0486,0.045,0.0536,0.0518,0.0534,0.0496
20,2x2x2,norm,ART,0.05,4,0,0,0,1,0.0448,0.053,0.0436,0.0524,0.0534,0.0498
20,2x2x2,norm,INT,0.05,4,0,0,0,1,0.0482,0.047,0.0512,0.0538,0.0496,0.0494
20,2x2x2,norm,PAR,0.01,4,0,0,0,1,0.0088,0.0084,0.0142,0.0122,0.0094,0.012
20,2x2x2,norm,RNK,0.01,4,0,0,0,1,0.01,0.008,0.012,0.0118,0.0088,0.0116
20,2x2x2,norm,ART,0.01,4,0,0,0,1,0.0104,0.0132,0.0096,0.0112,0.0088,0.0112
20,2x2x2,norm,INT,0.01,4,0,0,0,1,0.0108,0.0092,0.0142,0.0128,0.008,0.0106
20,2x2x2,norm,PAR,0.05,8,0,0,0,1,0.0492,0.0516,0.0472,0.0548,0.0472,0.056
20,2x2x2,norm,RNK,0.05,8,0,0,0,1,0.0492,0.053,0.0456,0.052,0.0458,0.0568
20,2x2x2,norm,ART,0.05,8,0,0,0,1,0.0472,0.0454,0.0532,0.0516,0.0456,0.0566
20,2x2x2,norm,INT,0.05,8,0,0,0,1,0.0472,0.0522,0.047,0.0494,0.0434,0.0526
20,2x2x2,norm,PAR,0.01,8,0,0,0,1,0.0072,0.0126,0.01,0.0104,0.0098,0.0114
20,2x2x2,norm,RNK,0.01,8,0,0,0,1,0.0072,0.014,0.0076,0.0114,0.009,0.012
20,2x2x2,norm,ART,0.01,8,0,0,0,1,0.0068,0.0094,0.0128,0.0108,0.0096,0.011
20,2x2x2,norm,INT,0.01,8,0,0,0,1,0.0068,0.013,0.0084,0.01,0.0076,0.012
20,2x2x2,lnorm,PAR,0.05,0,0,0,0,0.05,0.044,0.0432,0.0438,0.0452,0.0466,0.0438
20,2x2x2,lnorm,RNK,0.05,0,0,0,0,0.0528,0.0466,0.0482,0.0546,0.046,0.0464,0.0492
20,2x2x2,lnorm,ART,0.05,0,0,0,0,0.069,0.0668,0.0704,0.068,0.0648,0.067,0.067
20,2x2x2,lnorm,INT,0.05,0,0,0,0,0.052,0.0502,0.0484,0.055,0.047,0.0478,0.0464
20,2x2x2,lnorm,PAR,0.01,0,0,0,0,0.0056,0.0082,0.0068,0.0072,0.0076,0.0062,0.0064
20,2x2x2,lnorm,RNK,0.01,0,0,0,0,0.0112,0.0098,0.0104,0.011,0.0076,0.011,0.01
20,2x2x2,lnorm,ART,0.01,0,0,0,0,0.0174,0.0174,0.0198,0.0172,0.0144,0.0178,0.0168
20,2x2x2,lnorm,INT,0.01,0,0,0,0,0.0108,0.0086,0.009,0.012,0.008,0.0106,0.0104
20,2x2x2,lnorm,PAR,0.05,0.5,0.5,0,0,0.6604,0.6496,0.0768,0.0404,0.0418,0.0382,0.0472
20,2x2x2,lnorm,RNK,0.05,0.5,0.5,0,0,0.8654,0.8698,0.0444,0.0482,0.0478,0.05,0.0524
20,2x2x2,lnorm,ART,0.05,0.5,0.5,0,0,0.8438,0.8414,0.1332,0.2356,0.1394,0.1396,0.1456
20,2x2x2,lnorm,INT,0.05,0.5,0.5,0,0,0.8828,0.8814,0.0452,0.0508,0.0452,0.0476,0.0538
20,2x2x2,lnorm,PAR,0.01,0.5,0.5,0,0,0.3844,0.3916,0.016,0.0056,0.0068,0.006,0.0092
20,2x2x2,lnorm,RNK,0.01,0.5,0.5,0,0,0.686,0.6872,0.0082,0.0082,0.0088,0.0106,0.01
20,2x2x2,lnorm,ART,0.01,0.5,0.5,0,0,0.6726,0.6664,0.0514,0.1026,0.0576,0.0562,0.0584
20,2x2x2,lnorm,INT,0.01,0.5,0.5,0,0,0.7162,0.71,0.0082,0.0086,0.0088,0.0106,0.0118
20,2x2x2,lnorm,PAR,0.05,1,1,0,0,0.9798,0.9826,0.4082,0.041,0.0442,0.0438,0.0484
20,2x2x2,lnorm,RNK,0.05,1,1,0,0,1,1,0.0406,0.0446,0.0482,0.0506,0.053
20,2x2x2,lnorm,ART,0.05,1,1,0,0,0.9992,0.9992,0.3106,0.8334,0.312,0.311,0.311
20,2x2x2,lnorm,INT,0.05,1,1,0,0,1,1,0.0432,0.0464,0.0526,0.0502,0.0548
20,2x2x2,lnorm,PAR,0.01,1,1,0,0,0.9212,0.9156,0.1562,0.0074,0.0074,0.0068,0.0054
20,2x2x2,lnorm,RNK,0.01,1,1,0,0,1,0.9998,0.008,0.0094,0.0102,0.0104,0.0112
20,2x2x2,lnorm,ART,0.01,1,1,0,0,0.9978,0.9966,0.1858,0.6682,0.1886,0.1848,0.1842
20,2x2x2,lnorm,INT,0.01,1,1,0,0,1,0.9998,0.0066,0.0086,0.0104,0.0108,0.0114
20,2x2x2,lnorm,PAR,0.05,2,2,0,0,0.9988,0.9988,0.9926,0.0344,0.0358,0.0378,0.0378
20,2x2x2,lnorm,RNK,0.05,2,2,0,0,1,1,0.0086,0.0452,0.0524,0.0472,0.0502
20,2x2x2,lnorm,ART,0.05,2,2,0,0,1,1,0.6968,1,0.6964,0.6928,0.697
